image_id,subset_type,dicom_path,dicom_readable,image_width,image_height,rows_tag,columns_tag,photometric_interpretation,bits_stored,pixel_spacing,dicom_error,pixel_readable,pixel_ndim,pixel_empty,pixel_shape,pixel_shape_matches_rows_columns,pixel_min,pixel_max,pixel_mean,pixel_has_nan,pixel_has_inf,pixel_error
008b3176a7248a0a189b5731ac8d2e95,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\008b3176a7248a0a189b5731ac8d2e95.dicom,True,2505,3147,3147,2505,MONOCHROME2,12,,,True,2,False,"(3147, 2505)",True,0.0,4095.0,2936.8168599566043,False,False,
009d4c31ebf87e51c5c8c160a4bd8006,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\009d4c31ebf87e51c5c8c160a4bd8006.dicom,True,2762,2890,2890,2762,MONOCHROME2,12,,,True,2,False,"(2890, 2762)",True,0.0,4095.0,1836.918466258591,False,False,
009d837e29ba400e03856cf8d6a5b545,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\009d837e29ba400e03856cf8d6a5b545.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1463.6336287133488,False,False,
00a9f697d85a506d5b281f588addce4e,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00a9f697d85a506d5b281f588addce4e.dicom,True,2431,2992,2992,2431,MONOCHROME2,12,"['0.125', '0.125']",,True,2,False,"(2992, 2431)",True,0.0,4095.0,2467.2837679582135,False,False,
00aca42a24e4ea6066cca2546150c36e,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00aca42a24e4ea6066cca2546150c36e.dicom,True,2995,3077,3077,2995,MONOCHROME2,12,,,True,2,False,"(3077, 2995)",True,0.0,4095.0,2808.328196110623,False,False,
00bcb82818ea83d6a86df241762cd7d0,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00bcb82818ea83d6a86df241762cd7d0.dicom,True,2048,2500,2500,2048,MONOCHROME2,12,"['0.168', '0.168']",,True,2,False,"(2500, 2048)",True,0.0,3958.0,1797.4897794921876,False,False,
00e25f831ccd21bd41b558cfccbf1be7,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00e25f831ccd21bd41b558cfccbf1be7.dicom,True,2336,2836,2836,2336,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2836, 2336)",True,0.0,4095.0,1964.9453411796956,False,False,
00f2f97f74e086e1f82acc285ee4a5c5,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00f2f97f74e086e1f82acc285ee4a5c5.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1371.1784967869887,False,False,
010018c93ed33ae56ed048ee54867e46,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\010018c93ed33ae56ed048ee54867e46.dicom,True,2813,3069,3069,2813,MONOCHROME2,12,,,True,2,False,"(3069, 2813)",True,0.0,4095.0,2111.350052594104,False,False,
0108949daa13dc94634a7d650a05c0bb,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0108949daa13dc94634a7d650a05c0bb.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1482.7872496805073,False,False,
010a3dbb67bc37800a041866844861b1,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\010a3dbb67bc37800a041866844861b1.dicom,True,2540,3072,3072,2540,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 2540)",True,0.0,16383.0,10399.140231299212,False,False,
011244ab511b20130d846f5f8f0c3866,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\011244ab511b20130d846f5f8f0c3866.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,9542.889712227716,False,False,
0114c5cd093c742334d5a5fa14140421,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0114c5cd093c742334d5a5fa14140421.dicom,True,2540,3072,3072,2540,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 2540)",True,0.0,16383.0,8579.246765553231,False,False,
011ae9520e81f1efe71c9d954ec07d09,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\011ae9520e81f1efe71c9d954ec07d09.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,6886.188702265422,False,False,
013893a5fa90241c65c3efcdbdd2cec1,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\013893a5fa90241c65c3efcdbdd2cec1.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,8670.952658547296,False,False,
014e3dd712dc90f61da7ce8747d8c4c0,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\014e3dd712dc90f61da7ce8747d8c4c0.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1685.7952573423033,False,False,
01546d3e6175ceaabd7d92f0c566579d,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01546d3e6175ceaabd7d92f0c566579d.dicom,True,2733,3171,3171,2733,MONOCHROME2,12,,,True,2,False,"(3171, 2733)",True,0.0,4095.0,1960.0522048342652,False,False,
01570ee44031e4ebab6031501293bf66,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01570ee44031e4ebab6031501293bf66.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1356.1223525812597,False,False,
015d74d7d2667a9b93b8909283af38c8,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\015d74d7d2667a9b93b8909283af38c8.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.139000', '0.139000']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,3876.3354461457993,False,False,
015e332b702e4829710941ab7265bd1d,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\015e332b702e4829710941ab7265bd1d.dicom,True,2008,2088,2088,2008,MONOCHROME1,12,,,True,2,False,"(2088, 2008)",True,0.0,4095.0,1967.7064316965852,False,False,
0162dad8330007f8f0daf43bcf4033f1,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0162dad8330007f8f0daf43bcf4033f1.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,7898.348206414117,False,False,
0187da5fd71c7a2917346bf12a67bbe4,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0187da5fd71c7a2917346bf12a67bbe4.dicom,True,2718,2972,2972,2718,MONOCHROME2,12,,,True,2,False,"(2972, 2718)",True,0.0,4095.0,2392.5346332757936,False,False,
01892129d76aaa1f59d4b22df8a14c0b,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01892129d76aaa1f59d4b22df8a14c0b.dicom,True,1994,2430,2430,1994,MONOCHROME2,12,"['0.175', '0.175']",,True,2,False,"(2430, 1994)",True,0.0,4031.0,2485.850910344201,False,False,
018a2fe44c3451281ec338c27ecc9c53,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018a2fe44c3451281ec338c27ecc9c53.dicom,True,2512,2944,2944,2512,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(2944, 2512)",True,2114.0,14823.0,8707.539240720627,False,False,
018b348fd699821cdbc5bdc0b329982c,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018b348fd699821cdbc5bdc0b329982c.dicom,True,2536,3008,3008,2536,MONOCHROME2,16,"['0.141', '0.141']",,True,2,False,"(3008, 2536)",True,0.0,65535.0,27428.63230216269,False,False,
018ef9c5d5b20c5161a5c48703171c3b,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018ef9c5d5b20c5161a5c48703171c3b.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,161.0,4095.0,1659.4315358856577,False,False,
01a3c3d994d85ce5634d2d13c03fd4b0,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01a3c3d994d85ce5634d2d13c03fd4b0.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,8243.189800474378,False,False,
01afcfaabc406f0fe1797cb7fa6616c6,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01afcfaabc406f0fe1797cb7fa6616c6.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4088.0,1616.7561125578704,False,False,
01b0510a8d3b0860429536653db5eb21,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01b0510a8d3b0860429536653db5eb21.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1685.0860624336901,False,False,
01c2b9fcb0384c84648ed76c736552a8,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01c2b9fcb0384c84648ed76c736552a8.dicom,True,2599,2329,2329,2599,MONOCHROME2,12,,,True,2,False,"(2329, 2599)",True,0.0,4095.0,2856.378002339639,False,False,
01cbbeab94b4d2bfd5cd8a467fee46a7,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01cbbeab94b4d2bfd5cd8a467fee46a7.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1624.686044952016,False,False,
01d6446afde9fbf4332904bc331e9660,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01d6446afde9fbf4332904bc331e9660.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,10149.522192637125,False,False,
01ee6e560f083255a630c41bba779405,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01ee6e560f083255a630c41bba779405.dicom,True,1920,2136,2136,1920,MONOCHROME1,12,,,True,2,False,"(2136, 1920)",True,0.0,4095.0,1736.6257605239543,False,False,
01f88c998eea22d21ee144bc3edfd261,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01f88c998eea22d21ee144bc3edfd261.dicom,True,2048,2500,2500,2048,MONOCHROME2,12,"['0.168', '0.168']",,True,2,False,"(2500, 2048)",True,0.0,4060.0,2147.9460869140626,False,False,
01fec681f2d698497151a88d6c5205a1,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01fec681f2d698497151a88d6c5205a1.dicom,True,2588,2680,2680,2588,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(2680, 2588)",True,2114.0,14823.0,7810.76005501857,False,False,
020717d6ab0b440b37978d9bace9f9b2,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\020717d6ab0b440b37978d9bace9f9b2.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,7708.6171307033965,False,False,
0211f9fe31142ba1e25fb6a2ea3fea38,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0211f9fe31142ba1e25fb6a2ea3fea38.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1522.103485182774,False,False,
021ed4f8af985c0fc68335abb2cf2ed7,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\021ed4f8af985c0fc68335abb2cf2ed7.dicom,True,2048,2500,2500,2048,MONOCHROME2,12,"['0.168', '0.168']",,True,2,False,"(2500, 2048)",True,0.0,4068.0,1968.931108203125,False,False,
02222df826791117f315ecb2b58c5b69,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02222df826791117f315ecb2b58c5b69.dicom,True,2619,3222,3222,2619,MONOCHROME2,12,,,True,2,False,"(3222, 2619)",True,0.0,4095.0,2534.199552214645,False,False,
023a8b8557d1fd59f272c63be6f3d4c0,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\023a8b8557d1fd59f272c63be6f3d4c0.dicom,True,2384,2755,2755,2384,MONOCHROME2,12,,,True,2,False,"(2755, 2384)",True,0.0,4095.0,2448.7448341331806,False,False,
024f9140bd829c346fc91fcf4009d251,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\024f9140bd829c346fc91fcf4009d251.dicom,True,2783,2780,2780,2783,MONOCHROME2,12,,,True,2,False,"(2780, 2783)",True,0.0,4095.0,1866.8176485186268,False,False,
025534801b62d61f1c1c9e571ea74695,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\025534801b62d61f1c1c9e571ea74695.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,151.0,4095.0,1252.9625801745756,False,False,
02562eb68a9c682f5f644fa7a099733f,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02562eb68a9c682f5f644fa7a099733f.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1909.8061558099441,False,False,
02617da0a33fe0446a508186417c2646,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02617da0a33fe0446a508186417c2646.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1339.8620035807292,False,False,
027c56d37095bcc595ddd429f96902ae,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\027c56d37095bcc595ddd429f96902ae.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,7542.751568582323,False,False,
028fcc44d3104099480e897541a1ecc3,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\028fcc44d3104099480e897541a1ecc3.dicom,True,2721,3302,3302,2721,MONOCHROME2,12,,,True,2,False,"(3302, 2721)",True,0.0,4095.0,2262.4371461083692,False,False,
02957c14fee52ac6d0617e6d86275a25,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02957c14fee52ac6d0617e6d86275a25.dicom,True,2760,3264,3264,2760,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(3264, 2760)",True,2114.0,14823.0,9341.534687921818,False,False,
02a4774868d677ef8ecff2168c0161c0,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02a4774868d677ef8ecff2168c0161c0.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,8460.82626024882,False,False,
02acf0e7d0932f9c6a06fd4bbe1f5d90,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02acf0e7d0932f9c6a06fd4bbe1f5d90.dicom,True,3072,3072,3072,3072,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 3072)",True,0.0,16383.0,9061.696094301013,False,False,
02cbfa27d9e4b1d8c279932cd82e0730,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02cbfa27d9e4b1d8c279932cd82e0730.dicom,True,2303,2623,2623,2303,MONOCHROME2,16,"['0.141', '0.141']",,True,2,False,"(2623, 2303)",True,0.0,65535.0,37798.5376252593,False,False,
02cd1d17763c869ff3d4af5e28539456,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02cd1d17763c869ff3d4af5e28539456.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,153.0,4092.0,1687.0068993839218,False,False,
02d9d0c89022adc381c23e72add7c389,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02d9d0c89022adc381c23e72add7c389.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1624.7035293390722,False,False,
02de1ec3340e75fd5e7294a84a0342a1,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02de1ec3340e75fd5e7294a84a0342a1.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1642.07739423587,False,False,
02efc4e2e6e71e024fbfecb404a008a4,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02efc4e2e6e71e024fbfecb404a008a4.dicom,True,2800,3035,3035,2800,MONOCHROME2,12,,,True,2,False,"(3035, 2800)",True,0.0,4095.0,1903.945580018828,False,False,
02fe3eea41166a1d3eb75307a12c4a63,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02fe3eea41166a1d3eb75307a12c4a63.dicom,True,2736,3107,3107,2736,MONOCHROME2,12,,,True,2,False,"(3107, 2736)",True,0.0,4095.0,2343.807204115589,False,False,
032111ac5bb2e0cbb9a22745a77eef8f,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\032111ac5bb2e0cbb9a22745a77eef8f.dicom,True,2048,2500,2500,2048,MONOCHROME2,12,"['0.168', '0.168']",,True,2,False,"(2500, 2048)",True,0.0,3895.0,1555.4987478515625,False,False,
0339aac16e3dd93ee397315a224147a6,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0339aac16e3dd93ee397315a224147a6.dicom,True,2825,2725,2725,2825,MONOCHROME2,12,,,True,2,False,"(2725, 2825)",True,0.0,4095.0,2510.2511753186654,False,False,
033dae57cec0aca171d47090f299bed2,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\033dae57cec0aca171d47090f299bed2.dicom,True,1952,2288,2288,1952,MONOCHROME1,12,,,True,2,False,"(2288, 1952)",True,0.0,4095.0,1883.5072760231571,False,False,
033e1637bed9b9f3dccac9c6c419adc2,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\033e1637bed9b9f3dccac9c6c419adc2.dicom,True,2874,3197,3197,2874,MONOCHROME2,12,,,True,2,False,"(3197, 2874)",True,0.0,4095.0,2508.539005992265,False,False,
03431b577d1ccf075e930c4c4913c079,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03431b577d1ccf075e930c4c4913c079.dicom,True,2560,2952,2952,2560,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(2952, 2560)",True,2114.0,14823.0,9717.71025297997,False,False,
034cf2b503a9a7efe404f000fb988534,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\034cf2b503a9a7efe404f000fb988534.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1497.01755823206,False,False,
035480fbf46e946e21e7dce78637c329,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\035480fbf46e946e21e7dce78637c329.dicom,True,1888,2616,2616,1888,MONOCHROME1,12,,,True,2,False,"(2616, 1888)",True,0.0,4095.0,2378.789118381667,False,False,
035b53e8aabf8763537a296c291135d1,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\035b53e8aabf8763537a296c291135d1.dicom,True,2285,2315,2315,2285,MONOCHROME2,16,"['0.141', '0.141']",,True,2,False,"(2315, 2285)",True,0.0,65535.0,38627.904720900224,False,False,
036161ca6aa4daa43cc3bc55602e8960,normal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\036161ca6aa4daa43cc3bc55602e8960.dicom,True,3000,3000,3000,3000,MONOCHROME2,12,,,True,2,False,"(3000, 3000)",True,0.0,3940.0,1981.8717705555555,False,False,
036b9096b099f0f6c5611da078f73e43,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\036b9096b099f0f6c5611da078f73e43.dicom,True,2660,2688,2688,2660,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(2688, 2660)",True,2114.0,14823.0,9896.49569627193,False,False,
03810755ae5721d65884360e3bccbf9b,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03810755ae5721d65884360e3bccbf9b.dicom,True,2524,2892,2892,2524,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(2892, 2524)",True,2114.0,14823.0,9287.310854661091,False,False,
038a7c88fcd819549f430c1fd907658c,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\038a7c88fcd819549f430c1fd907658c.dicom,True,2736,2746,2746,2736,MONOCHROME2,12,,,True,2,False,"(2746, 2736)",True,0.0,4095.0,2332.8077575889224,False,False,
038fc325ff4aa0a21c76d5dd7c740c89,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\038fc325ff4aa0a21c76d5dd7c740c89.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1386.9559574833622,False,False,
0391d2388a2442f14d055d5089a747c6,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0391d2388a2442f14d055d5089a747c6.dicom,True,2836,3072,3072,2836,MONOCHROME2,14,"['0.140', '0.140']",,True,2,False,"(3072, 2836)",True,0.0,16383.0,9743.296068543945,False,False,
039c6997248b3a6ba3c909af35fce0eb,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\039c6997248b3a6ba3c909af35fce0eb.dicom,True,1848,2032,2032,1848,MONOCHROME1,12,,,True,2,False,"(2032, 1848)",True,0.0,4095.0,1785.1595915567373,False,False,
03a6078c0c12fb076b50ae017e590e19,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03a6078c0c12fb076b50ae017e590e19.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1573.194713149836,False,False,
03cd593a310656563a5aa3886ff30380,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03cd593a310656563a5aa3886ff30380.dicom,True,2304,2880,2880,2304,MONOCHROME1,12,"['0.15', '0.15']",,True,2,False,"(2880, 2304)",True,0.0,4095.0,1813.5927136079765,False,False,
03dd99aa091caee7b0ce8efdf7f274d5,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03dd99aa091caee7b0ce8efdf7f274d5.dicom,True,2477,2806,2806,2477,MONOCHROME2,12,,,True,2,False,"(2806, 2477)",True,0.0,4095.0,2736.3087832146985,False,False,
03e6ecfa6f6fb33dfeac6ca4f9b459c9,abnormal,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03e6ecfa6f6fb33dfeac6ca4f9b459c9.dicom,True,2776,2992,2992,2776,MONOCHROME2,14,"['0.127', '0.127']",,True,2,False,"(2992, 2776)",True,2114.0,14823.0,9272.817327715406,False,False,
