file_path,image_id,selected_reader_column,num_unique_readers,num_annotation_rows
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,024f9140bd829c346fc91fcf4009d251,rad_id,3,23
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,025534801b62d61f1c1c9e571ea74695,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02562eb68a9c682f5f644fa7a099733f,rad_id,3,18
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02617da0a33fe0446a508186417c2646,rad_id,3,12
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,027c56d37095bcc595ddd429f96902ae,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,028fcc44d3104099480e897541a1ecc3,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02957c14fee52ac6d0617e6d86275a25,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02a4774868d677ef8ecff2168c0161c0,rad_id,3,14
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02acf0e7d0932f9c6a06fd4bbe1f5d90,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02cbfa27d9e4b1d8c279932cd82e0730,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02cd1d17763c869ff3d4af5e28539456,rad_id,3,12
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02d9d0c89022adc381c23e72add7c389,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02de1ec3340e75fd5e7294a84a0342a1,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02efc4e2e6e71e024fbfecb404a008a4,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,02fe3eea41166a1d3eb75307a12c4a63,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,032111ac5bb2e0cbb9a22745a77eef8f,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0339aac16e3dd93ee397315a224147a6,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,033dae57cec0aca171d47090f299bed2,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,033e1637bed9b9f3dccac9c6c419adc2,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03431b577d1ccf075e930c4c4913c079,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,034cf2b503a9a7efe404f000fb988534,rad_id,3,19
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,035480fbf46e946e21e7dce78637c329,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,035b53e8aabf8763537a296c291135d1,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,036161ca6aa4daa43cc3bc55602e8960,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,036b9096b099f0f6c5611da078f73e43,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03810755ae5721d65884360e3bccbf9b,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,038a7c88fcd819549f430c1fd907658c,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,038fc325ff4aa0a21c76d5dd7c740c89,rad_id,3,15
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0391d2388a2442f14d055d5089a747c6,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,039c6997248b3a6ba3c909af35fce0eb,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03a6078c0c12fb076b50ae017e590e19,rad_id,3,10
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03cd593a310656563a5aa3886ff30380,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03dd99aa091caee7b0ce8efdf7f274d5,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03e6ecfa6f6fb33dfeac6ca4f9b459c9,rad_id,3,57
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,03f0bf0a7403c050a7ce574f98fd8ab6,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04031e57794b9e8861e3c65e935f11d2,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,041081d11262c5f150e655f5e5ff0a2c,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,041664dfb960a15686d7e9c4c7b4fd73,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,041762ff7fe435f22ea7541e77bfeafa,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0424e80c4f0cae6ea9e65efeed75d5d0,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,044c53b3fd48fc029318fbcee70ae0d1,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0452d38f45e4e79f91821e88bb812608,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0453de2faeb8d349af739a68d9dee1cb,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0464251a01ee7eeedd2a537dafc82844,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,046ad82db74a4155eaff3586b0d1e068,rad_id,3,17
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,047182a6e86808669f896307dcd550c7,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0491b08361fdfb9359cad9d6a078f275,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04923676c5e29c25966fbd07fa12e2e8,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04994993c9e416f32ce24c7e7501d3be,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04aed38b30c4de9461c8a9940e99d811,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04bb8bd7ee6f88a16623fe5c6dd4da91,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04d1f1f8f52b15520f5895be87884fbd,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04d3efc7a608c4d58edb8c1b7f90a708,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04d462de5e02b54e3756875caebda95c,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04e78baf5f049a01b6b4f9a14f0b7c78,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,04fbba5834f2abd713e66b3d0e6a678e,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0501d62912b9a6ff04eae4ffc56affc2,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0508d7ea85ba9be425657cc04c24a4f8,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,051132a778e61a86eb147c7c6f564dfe,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05154c0bdf203a2bd583d95532d0297d,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,051c2436c0acdb5e09d085c7e4a764f3,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,051d112b55e4c9f9dfa53307cc2ffb62,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,052cf8f6cb59da96df7386adf8d5f6a0,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,053700069ddf3c4f1f6c477a48337836,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,053cf0f0a75926ebd53f0265bad6aee4,rad_id,3,14
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,055ea315ae13148aae178aed27fa980d,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05721adb43ab7c061733568b274c006b,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,059412ad34b2c48179f178e3138b5022,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,059ec0fc0d6840cff6e268e46f85faa0,rad_id,3,17
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05c0c802db4f100de8e2a9fa4aa62d14,rad_id,3,10
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05d45c0a96b2c363f8b9a34a1f181c58,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05d676834dbed1639cb5eea70c1e307b,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05dfd35f424da60897dfafc2340e0891,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05e0b2465053b685ca37849eac3dd62f,rad_id,3,21
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05e64c5b1e5f246ae6e8bc109e557bf4,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05f202ee95a17a4b1e6dbe1916ffe8bf,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,05f4911da872a51502a16e8807ee673f,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06014542a807dabcf30867a2414b5e83,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0608fb82e9965a0a6f3607f93e304d2a,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,061fa33f6ba0028fbbad8caaeac8d145,rad_id,3,16
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0622cd29e4e0e4f198abf15614819ae8,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,063319de25ce7edb9b1c6b8881290140,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,064023f1ff95962a1eee46b9f05f7309,rad_id,3,19
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0686521b0b8cf9426f253601b805fb52,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0690821a2e255ce175bfa7f36e308f63,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0697473448bb5e83ac926fe92271e7d8,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06b04918044786c36584a86273d72747,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06b2ff94bd0270f543deb7074c2a006a,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06dfb2b996464c7b0e4c5177d433edbe,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06e523e21ac668629092e85928b176a3,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06efcd37617307118fd48b3a493c133b,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,06f3c1a8441d61da08aac07558ab5f05,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,070d087c1badb18ee110e19cbe158a40,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,070d372757bfbb0cee7d68fd50369fc4,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0710fe2b90ee68e54b84e795abb018df,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0712b4f7b21e2a06eacece3cf35e3059,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,071ff9c782ead87dfa9b1c025c25e769,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,074db6a4ab3aebd54fa0f628eb0e9b0e,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0760a14308badcbd370c6866c9db3a0a,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0777120fdd60f6a3cf8eaf3b8cf3585a,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,077c76dffde69c0b90c28d78ef2ac31e,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0797fa5e2725c9b801e6d01cfa9a09da,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07ab6d47d868962851d22d4d1249593d,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07ac9545dcc585901865f7f958a7857d,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07bedc010fd13a8e5903473ebcf39cd1,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07c12d0f562f17579aabc18c11e2ad54,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07d004fabfd7246f9ed4283dd5237deb,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07d82e7e5749cbc21633134f489a7fbf,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07db76e6cc063ce8bb90de18216e8ccf,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,07e5378ad3928091c08dded1f6b5353d,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,081d1700020b6bf0099f1e4d8aeec0f3,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,083a89dfc9a74a3f809035f886634ee2,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0844f274f2a388e70231d3133754ac35,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0853ab3a3dbadae1e6f28b933ddff809,rad_id,3,11
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,08726b7ba2f04a33ff1b878b75498776,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,088006f2453c4183b1ef46fb607bc31c,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,088d83359d1a00ba24251220ace42edc,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,089a1c26766c10e2d8c4cdb86ed769dc,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,08ce56202e44175674fc5f5517e74db4,rad_id,3,16
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,08e3d3783927a15d35137c756c1a7e0b,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0905c0dc82fb8fe621c43f53719a55ca,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0906a09b04f8d82c2cad5b820602a403,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,090b30ca55ab2a592cd3b24c9407a2bf,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09175449df9374e0f6afe517f7b6249f,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,091ce012ed7cb036288d2abdb32504c2,rad_id,3,16
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09376dd7b6deaec0aaf1a2feb7833245,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,095c13d937c0dd9f547035344ba6c6c4,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,096688dacee6b1a1a5660ad15024a6f9,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09790cae0f405ce0fe4b003dadfc18c7,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,097c63f9c6d46cfe5bd4937f277fbdbd,rad_id,3,11
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,098d7923f09b8f6f163143ad97dacc12,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09afc85ef67340016e0c8a1c70163769,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09b85abab0d2b7f151815538100717b2,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09b9674023305cb9a0acb367600efffa,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09c9887c189f99704b452f193a40eaf7,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09d6b99ffec66ae485de851924187bfe,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09df460412ce705d0f634436f518f46d,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09ebaedff630f8fa4d5d752f0beb34f2,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09ee91a2120006e587d2e63c7bf0230f,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09f0b00bd079304f72c079d369925aee,rad_id,3,13
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09f9a62fceffacc4d062a7fe24a626b8,rad_id,3,26
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,09fca09845746d28dcda4981a8632bd7,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a072917005494298d153c01bbd8f689,rad_id,3,10
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a0ac65c40a9ac441651e4bfbde03c4e,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a114862f10f4021fa7fd916b93aea94,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a14aeaf02d42990d8bb5d55270b7274,rad_id,3,13
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a16dc6491142ff8c7c36f3b3f4ebd02,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a1aef5326b7b24378c6692f7a454e52,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a2d01ecb9e01cf972c1e1d31ccacb98,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a411e44ec67f3d5d80a5b3d5a3edca3,rad_id,3,10
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a425edf1164ad0a73e8b092c4cc8b3b,rad_id,3,22
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a475ad0b37bba0c638bbbe2ee5d355d,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a4fbc9ade84a7abd1680eb8ba031a9d,rad_id,3,13
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a50d4ee79163edbf6f2d5c3082c2f51,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a61578e3d77b1cebc86d13a41efa31b,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a678538e529b9f1089c47bb2ffcda9b,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a695a94168b32705b91779586c6b2e7,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0a9909b1cd924cd593151ba2d3d3dd55,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0aa05f2d84af7e6e733730afa17eac2d,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0aad4ac2ea24742e3f9de3d29fae6d95,rad_id,3,8
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0abd4fc2425edd5c2efb2c149e9319c6,rad_id,3,15
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0ac383fcdc6f1957b3ecceaf0acec909,rad_id,3,13
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0ad98c531de3616cc63a92d6cf871494,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b0e106a53f9dc3b28a9b15f94510b7a,rad_id,3,27
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b1b897b1e1e170f1b5fd7aeff553afa,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b22826cc68b8d3177c5be2f4e1ae720,rad_id,3,5
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b36cce0b170c34b8c11fd15b42324b2,rad_id,3,3
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b3f09a003f9cbc1e8c54f230be2ba2d,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b4c3cb187f7582fa482b8f0fded6bd7,rad_id,3,10
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b5213c456c26b48ca011b9865c4e6ce,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b6006be69ea1764f9bf80e5091b1e8e,rad_id,3,6
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b62bc6644be72ce4dfa5ea77a77f311,rad_id,3,9
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b630100496870b457008b0f7dae1ea5,rad_id,3,4
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b7995c5e532803dc1bd077eaa4d2a01,rad_id,3,7
data/raw/vinbigdata/metadata_subset/subset_train_annotations.csv,0b98b21145a9425bf3eeea4b0de425e7,rad_id,3,14
