image_id,image_type,num_bbox,num_invalid_bbox,num_valid_bbox,num_unique_classes,has_invalid_bbox,has_duplicate_candidate,mean_bbox_area,median_bbox_area,min_bbox_area,max_bbox_area
04aed38b30c4de9461c8a9940e99d811,abnormal,8,0,8,4,False,False,51615.5,3172.0,1911.0,373425.0
04bb8bd7ee6f88a16623fe5c6dd4da91,abnormal,9,0,9,3,False,False,335610.44,318160.0,29358.0,601839.0
04d1f1f8f52b15520f5895be87884fbd,abnormal,5,0,5,2,False,True,289990.8,384384.0,60515.0,502000.0
04d3efc7a608c4d58edb8c1b7f90a708,abnormal,8,0,8,5,False,False,264050.88,195699.0,13189.0,577200.0
04d462de5e02b54e3756875caebda95c,abnormal,3,0,3,1,False,False,805646.33,820396.0,749868.0,846675.0
04e78baf5f049a01b6b4f9a14f0b7c78,normal,0,0,0,0,False,False,,,,
04fbba5834f2abd713e66b3d0e6a678e,abnormal,8,0,8,3,False,False,169760.0,146033.0,18618.0,327630.0
0501d62912b9a6ff04eae4ffc56affc2,abnormal,9,0,9,3,False,False,36343.11,14742.0,4757.0,112884.0
0508d7ea85ba9be425657cc04c24a4f8,abnormal,4,0,4,2,False,False,219354.0,267341.0,52440.0,290294.0
051132a778e61a86eb147c7c6f564dfe,abnormal,7,0,7,3,False,False,221370.71,113569.0,32224.0,451575.0
05154c0bdf203a2bd583d95532d0297d,abnormal,5,0,5,2,False,False,209282.0,280566.0,80102.0,291242.0
051c2436c0acdb5e09d085c7e4a764f3,abnormal,8,0,8,3,False,False,286390.0,305817.0,68593.0,485415.0
051d112b55e4c9f9dfa53307cc2ffb62,abnormal,8,0,8,4,False,False,143938.38,88682.0,19584.0,351741.0
052cf8f6cb59da96df7386adf8d5f6a0,abnormal,3,0,3,2,False,False,214807.0,114000.0,80958.0,449463.0
053700069ddf3c4f1f6c477a48337836,abnormal,6,0,6,1,False,False,44349.0,38718.0,8510.0,115020.0
053cf0f0a75926ebd53f0265bad6aee4,abnormal,14,0,14,7,False,False,222339.0,101943.5,4380.0,587476.0
055ea315ae13148aae178aed27fa980d,abnormal,3,0,3,2,False,False,4505.33,4416.0,4270.0,4830.0
05721adb43ab7c061733568b274c006b,abnormal,9,0,9,3,False,False,41816.56,39565.0,6720.0,124362.0
059412ad34b2c48179f178e3138b5022,abnormal,5,0,5,2,False,False,27990.4,21376.0,12390.0,48762.0
059ec0fc0d6840cff6e268e46f85faa0,abnormal,17,0,17,5,False,False,483636.53,105187.0,5576.0,1825596.0
05c0c802db4f100de8e2a9fa4aa62d14,abnormal,10,0,10,5,False,False,231413.0,224499.0,29606.0,453140.0
05d45c0a96b2c363f8b9a34a1f181c58,abnormal,5,0,5,3,False,False,223737.8,198904.0,85526.0,358680.0
05d676834dbed1639cb5eea70c1e307b,abnormal,9,0,9,6,False,False,442713.89,96410.0,15111.0,1323144.0
05dfd35f424da60897dfafc2340e0891,abnormal,9,0,9,7,False,False,78622.56,93775.0,17222.0,159424.0
05e0b2465053b685ca37849eac3dd62f,abnormal,21,0,21,6,False,False,81163.14,40128.0,7953.0,312975.0
05e64c5b1e5f246ae6e8bc109e557bf4,abnormal,6,0,6,2,False,False,192615.5,189759.5,83928.0,302280.0
05f202ee95a17a4b1e6dbe1916ffe8bf,abnormal,5,0,5,3,False,False,165266.2,77203.0,34225.0,368039.0
05f4911da872a51502a16e8807ee673f,abnormal,5,0,5,2,False,False,174292.6,94464.0,79380.0,309757.0
06014542a807dabcf30867a2414b5e83,abnormal,5,0,5,1,False,False,41015.6,37648.0,19760.0,78320.0
0608fb82e9965a0a6f3607f93e304d2a,abnormal,9,0,9,4,False,False,98378.22,72420.0,3050.0,238376.0
061fa33f6ba0028fbbad8caaeac8d145,abnormal,16,0,16,9,False,False,206804.38,125829.0,10123.0,628350.0
0622cd29e4e0e4f198abf15614819ae8,abnormal,6,0,6,2,False,False,300298.33,274479.0,99510.0,544446.0
063319de25ce7edb9b1c6b8881290140,normal,0,0,0,0,False,False,,,,
064023f1ff95962a1eee46b9f05f7309,abnormal,19,0,19,5,False,False,613319.32,418950.0,24414.0,1670334.0
0686521b0b8cf9426f253601b805fb52,abnormal,4,0,4,2,False,False,60107.25,65634.5,31752.0,77408.0
0690821a2e255ce175bfa7f36e308f63,abnormal,3,0,3,2,False,False,84596.0,77700.0,51376.0,124712.0
0697473448bb5e83ac926fe92271e7d8,abnormal,6,0,6,3,False,False,44968.0,32610.0,5251.0,119686.0
06b04918044786c36584a86273d72747,abnormal,5,0,5,4,False,False,127115.8,113535.0,67000.0,225108.0
06b2ff94bd0270f543deb7074c2a006a,abnormal,6,0,6,3,False,False,134285.33,27288.5,14763.0,633688.0
06dfb2b996464c7b0e4c5177d433edbe,abnormal,9,0,9,2,False,False,302654.0,128991.0,28462.0,945180.0
06e523e21ac668629092e85928b176a3,abnormal,6,0,6,5,False,False,18413.83,18500.0,8686.0,29040.0
06efcd37617307118fd48b3a493c133b,abnormal,3,0,3,2,False,False,46597.33,29302.0,11259.0,99231.0
06f3c1a8441d61da08aac07558ab5f05,abnormal,8,0,8,4,False,False,14426.62,4797.5,506.0,34176.0
070d087c1badb18ee110e19cbe158a40,abnormal,8,0,8,4,False,False,150118.12,161369.0,125720.0,166860.0
070d372757bfbb0cee7d68fd50369fc4,abnormal,6,0,6,2,False,False,178772.5,147650.0,64680.0,321265.0
0710fe2b90ee68e54b84e795abb018df,abnormal,4,0,4,3,False,False,203196.0,186540.5,22487.0,417216.0
0712b4f7b21e2a06eacece3cf35e3059,abnormal,8,0,8,2,False,False,98493.0,78411.5,12932.0,211551.0
071ff9c782ead87dfa9b1c025c25e769,abnormal,8,0,8,6,False,False,84348.25,45446.0,2856.0,346408.0
074db6a4ab3aebd54fa0f628eb0e9b0e,abnormal,8,0,8,4,False,False,217780.12,264904.0,19924.0,299112.0
0760a14308badcbd370c6866c9db3a0a,abnormal,8,0,8,3,False,False,210979.75,215376.0,42828.0,519514.0
0777120fdd60f6a3cf8eaf3b8cf3585a,abnormal,6,0,6,2,False,False,299863.17,282031.0,155239.0,477048.0
077c76dffde69c0b90c28d78ef2ac31e,abnormal,6,0,6,4,False,False,185724.83,180489.5,6450.0,358844.0
0797fa5e2725c9b801e6d01cfa9a09da,abnormal,6,0,6,2,False,False,179840.33,155171.5,57327.0,366126.0
07ab6d47d868962851d22d4d1249593d,abnormal,4,0,4,2,False,False,265891.25,326515.5,49324.0,361210.0
07ac9545dcc585901865f7f958a7857d,abnormal,7,0,7,3,False,False,171541.43,86080.0,15407.0,339290.0
07bedc010fd13a8e5903473ebcf39cd1,abnormal,9,0,9,2,False,False,419827.78,410130.0,164973.0,852226.0
07c12d0f562f17579aabc18c11e2ad54,abnormal,7,0,7,5,False,False,157649.43,80556.0,26412.0,392041.0
07d004fabfd7246f9ed4283dd5237deb,abnormal,7,0,7,5,False,False,186907.29,189468.0,72408.0,325350.0
07d82e7e5749cbc21633134f489a7fbf,abnormal,9,0,9,5,False,False,44054.11,13818.0,7245.0,170982.0
07db76e6cc063ce8bb90de18216e8ccf,abnormal,3,0,3,1,False,False,73323.67,79189.0,59110.0,81672.0
07e5378ad3928091c08dded1f6b5353d,normal,0,0,0,0,False,False,,,,
081d1700020b6bf0099f1e4d8aeec0f3,abnormal,9,0,9,6,False,False,43312.22,40365.0,5832.0,102538.0
083a89dfc9a74a3f809035f886634ee2,abnormal,9,0,9,4,False,False,87159.11,59110.0,13464.0,251648.0
0844f274f2a388e70231d3133754ac35,abnormal,7,0,7,2,False,False,75447.14,81690.0,29232.0,111219.0
0853ab3a3dbadae1e6f28b933ddff809,abnormal,11,0,11,3,False,False,137320.09,6080.0,3782.0,606090.0
08726b7ba2f04a33ff1b878b75498776,abnormal,4,0,4,2,False,False,248273.0,262570.0,60792.0,407160.0
088006f2453c4183b1ef46fb607bc31c,abnormal,4,0,4,2,False,False,98031.25,86235.5,54432.0,165222.0
088d83359d1a00ba24251220ace42edc,abnormal,6,0,6,4,False,False,64953.0,61270.0,11520.0,131044.0
089a1c26766c10e2d8c4cdb86ed769dc,normal,0,0,0,0,False,False,,,,
08ce56202e44175674fc5f5517e74db4,abnormal,16,0,16,8,False,False,189251.44,92611.5,14904.0,644180.0
08e3d3783927a15d35137c756c1a7e0b,abnormal,5,0,5,3,False,False,310128.0,272162.0,53354.0,657192.0
0905c0dc82fb8fe621c43f53719a55ca,abnormal,6,0,6,2,False,False,225372.83,232150.5,67608.0,383824.0
0906a09b04f8d82c2cad5b820602a403,abnormal,8,0,8,4,False,False,434198.12,505561.5,27135.0,768966.0
090b30ca55ab2a592cd3b24c9407a2bf,abnormal,7,0,7,3,False,False,71311.71,90706.0,12887.0,106928.0
09175449df9374e0f6afe517f7b6249f,abnormal,5,0,5,4,False,False,48504.0,59295.0,19065.0,85800.0
091ce012ed7cb036288d2abdb32504c2,abnormal,16,0,16,6,False,False,207195.94,235426.0,25856.0,389675.0
09376dd7b6deaec0aaf1a2feb7833245,abnormal,7,0,7,4,False,False,44780.43,24684.0,6901.0,92016.0
095c13d937c0dd9f547035344ba6c6c4,abnormal,4,0,4,2,False,False,20978.0,19759.0,5985.0,38409.0
096688dacee6b1a1a5660ad15024a6f9,abnormal,5,0,5,3,False,False,120442.8,138263.0,49583.0,182625.0
09790cae0f405ce0fe4b003dadfc18c7,abnormal,5,0,5,2,False,False,357537.4,391210.0,103323.0,594244.0
097c63f9c6d46cfe5bd4937f277fbdbd,abnormal,11,0,11,5,False,False,111901.0,88704.0,8428.0,310689.0
098d7923f09b8f6f163143ad97dacc12,abnormal,5,0,5,2,False,False,160946.6,85067.0,50398.0,333890.0
09afc85ef67340016e0c8a1c70163769,abnormal,3,0,3,1,False,False,113837.0,111510.0,101120.0,128881.0
09b85abab0d2b7f151815538100717b2,abnormal,9,0,9,3,False,False,265646.33,150230.0,42636.0,699066.0
09b9674023305cb9a0acb367600efffa,abnormal,8,0,8,5,False,False,169576.88,132495.0,65610.0,424723.0
09c9887c189f99704b452f193a40eaf7,abnormal,4,0,4,2,False,False,164291.0,166534.0,108916.0,215180.0
09d6b99ffec66ae485de851924187bfe,abnormal,8,0,8,4,False,False,19555.12,18285.0,1364.0,48440.0
09df460412ce705d0f634436f518f46d,abnormal,7,0,7,4,False,False,201242.71,100317.0,29892.0,604118.0
09ebaedff630f8fa4d5d752f0beb34f2,normal,0,0,0,0,False,False,,,,
09ee91a2120006e587d2e63c7bf0230f,abnormal,5,0,5,2,False,True,449880.2,665769.0,59520.0,725487.0
09f0b00bd079304f72c079d369925aee,abnormal,13,0,13,6,False,False,62609.15,41724.0,12354.0,230120.0
09f9a62fceffacc4d062a7fe24a626b8,abnormal,26,0,26,6,False,False,320962.85,171514.5,22042.0,1296240.0
09fca09845746d28dcda4981a8632bd7,abnormal,3,0,3,1,False,False,83730.33,75600.0,71838.0,103753.0
0a072917005494298d153c01bbd8f689,abnormal,10,0,10,7,False,False,82587.5,45594.0,8938.0,249065.0
0a0ac65c40a9ac441651e4bfbde03c4e,abnormal,3,0,3,1,False,False,688922.0,659406.0,657516.0,749844.0
0a114862f10f4021fa7fd916b93aea94,abnormal,4,0,4,2,False,False,145605.75,112686.5,109460.0,247590.0
0a14aeaf02d42990d8bb5d55270b7274,abnormal,13,0,13,5,False,False,184463.08,141505.0,16074.0,415000.0
0a16dc6491142ff8c7c36f3b3f4ebd02,abnormal,6,0,6,2,False,False,547305.0,535052.5,86564.0,987360.0
0a1aef5326b7b24378c6692f7a454e52,abnormal,3,0,3,1,False,False,188089.0,186960.0,130398.0,246909.0
0a2d01ecb9e01cf972c1e1d31ccacb98,abnormal,4,0,4,2,False,False,292229.0,337288.0,63756.0,430584.0
0a411e44ec67f3d5d80a5b3d5a3edca3,abnormal,10,0,10,4,False,False,388806.4,280565.0,9048.0,1143027.0
0a425edf1164ad0a73e8b092c4cc8b3b,abnormal,22,0,22,6,False,False,113884.45,70750.5,8757.0,418656.0
0a475ad0b37bba0c638bbbe2ee5d355d,normal,0,0,0,0,False,False,,,,
0a4fbc9ade84a7abd1680eb8ba031a9d,abnormal,13,0,13,4,False,False,462601.31,375360.0,15080.0,945642.0
0a50d4ee79163edbf6f2d5c3082c2f51,abnormal,6,0,6,2,False,False,195436.33,156550.0,67280.0,385594.0
0a61578e3d77b1cebc86d13a41efa31b,abnormal,6,0,6,3,False,False,78396.0,74551.5,5400.0,149818.0
0a678538e529b9f1089c47bb2ffcda9b,abnormal,6,0,6,2,False,False,225205.5,220641.0,71250.0,401001.0
0a695a94168b32705b91779586c6b2e7,normal,0,0,0,0,False,False,,,,
0a9909b1cd924cd593151ba2d3d3dd55,abnormal,6,0,6,3,False,False,595063.83,566941.5,99484.0,1113750.0
0aa05f2d84af7e6e733730afa17eac2d,abnormal,3,0,3,1,False,False,99458.67,97608.0,88160.0,112608.0
0aad4ac2ea24742e3f9de3d29fae6d95,abnormal,8,0,8,3,False,False,120283.0,44120.5,5841.0,295740.0
0abd4fc2425edd5c2efb2c149e9319c6,abnormal,15,0,15,5,False,False,78712.73,53246.0,40500.0,129467.0
0ac383fcdc6f1957b3ecceaf0acec909,abnormal,13,0,13,4,False,False,77708.85,26520.0,2193.0,373176.0
0ad98c531de3616cc63a92d6cf871494,normal,0,0,0,0,False,False,,,,
0b0e106a53f9dc3b28a9b15f94510b7a,abnormal,27,0,27,8,False,False,350539.37,518028.0,14224.0,760728.0
0b1b897b1e1e170f1b5fd7aeff553afa,abnormal,9,0,9,4,False,False,256214.11,285000.0,112690.0,377520.0
0b22826cc68b8d3177c5be2f4e1ae720,abnormal,5,0,5,2,False,False,266454.0,195072.0,134540.0,434148.0
0b36cce0b170c34b8c11fd15b42324b2,normal,0,0,0,0,False,False,,,,
0b3f09a003f9cbc1e8c54f230be2ba2d,abnormal,4,0,4,2,False,False,362816.25,432442.5,130560.0,455820.0
0b4c3cb187f7582fa482b8f0fded6bd7,abnormal,10,0,10,5,False,False,85714.1,64428.5,2805.0,222275.0
0b5213c456c26b48ca011b9865c4e6ce,abnormal,9,0,9,5,False,False,442158.33,499626.0,135992.0,698164.0
0b6006be69ea1764f9bf80e5091b1e8e,abnormal,6,0,6,3,False,False,273365.17,278789.0,20068.0,515504.0
0b62bc6644be72ce4dfa5ea77a77f311,abnormal,9,0,9,3,False,False,179281.67,135792.0,26062.0,426132.0
0b630100496870b457008b0f7dae1ea5,abnormal,4,0,4,2,False,False,211960.75,204290.5,65636.0,373626.0
0b7995c5e532803dc1bd077eaa4d2a01,abnormal,7,0,7,3,False,False,193434.71,130382.0,15750.0,446555.0
0b98b21145a9425bf3eeea4b0de425e7,abnormal,14,0,14,6,False,False,475672.0,395284.0,162400.0,1394123.0
0bb76fb5f7cfb1dd4c3760f7481a1d05,abnormal,3,0,3,1,False,False,141013.67,152570.0,96255.0,174216.0
0bdf902cc4ac4ad2c49059960f572ab2,abnormal,3,0,3,2,False,False,239076.67,269806.0,169246.0,278178.0
0be2bdac4e84982ad1b24830d2cce470,abnormal,6,0,6,3,False,False,188061.0,137022.0,47800.0,385632.0
0be45114544283beb4f6d371f946e889,abnormal,8,0,8,5,False,False,108460.62,96967.5,8760.0,273076.0
0bed7f179df709d35aef763544ebfebf,abnormal,6,0,6,1,False,False,50534.33,49086.5,21960.0,94839.0
0bee0cde729de2d82b39527c37f11934,abnormal,8,0,8,4,False,False,395827.0,420631.5,17728.0,767802.0
0bef06d948ac1fe20ade505ba9960885,abnormal,7,0,7,5,False,False,144520.43,110889.0,8280.0,358512.0
0bffe44ef7636e7b4a7b9fd883e8e6ea,abnormal,4,0,4,2,False,False,308343.0,322960.0,97980.0,489472.0
0c0e47b7e0ebd10209a81d01e3c889a6,abnormal,3,0,3,1,False,False,399770.33,397380.0,377696.0,424235.0
0c11bc2eb3de5bd737ae186aea0d0306,abnormal,5,0,5,2,False,False,244830.8,166332.0,96280.0,432280.0
0c2079e62ddfb06a8a5300cefaa3a970,abnormal,13,0,13,6,False,False,89964.69,41925.0,5934.0,249381.0
0c25b330d5b20498108b343c644f2a1c,abnormal,6,0,6,2,False,False,201390.5,205782.0,64106.0,309915.0
0c31081e8ada2990bcbef0f12ea60b07,abnormal,15,0,15,6,False,False,102218.27,67694.0,22000.0,286528.0
0c4a6bc602d1d207f217212c68a7131b,normal,0,0,0,0,False,False,,,,
0c577dc6594dab44ebbd6964de673eaa,abnormal,11,0,11,6,False,False,234828.0,250325.0,88665.0,388696.0
