image_id,class_id,class_name,x_min,y_min,x_max,y_max,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,bbox_area_group,bbox_width_group,bbox_height_group
bd6eb525438d6da1ced0ed1810857772,10,Pleural effusion,1656.0,1510.0,2563.0,2523.0,907.0,1013.0,918791.0,0.8953603158933859,very_large,width_large,height_large
4016b176eaf40d514b0559a0aeb48f21,3,Cardiomegaly,1109.0,1552.0,2416.0,2033.0,1307.0,481.0,628667.0,2.7172557172557172,large,width_very_large,height_large
25f2c7b53a6ed09a9aaf73c30357aaf6,3,Cardiomegaly,707.0,1316.0,2026.0,1686.0,1319.0,370.0,488030.0,3.5648648648648646,large,width_very_large,height_medium
18ee9ef3baea468de2087e0edd85e919,3,Cardiomegaly,862.0,1829.0,1963.0,2185.0,1101.0,356.0,391956.0,3.092696629213483,large,width_large,height_medium
7eda1e28e4cee7d8016276c87b76259f,11,Pleural thickening,132.0,1870.0,301.0,2065.0,169.0,195.0,32955.0,0.8666666666666667,small,width_small,height_medium
abb91bdaa9d02f50bde1eaa88e13afab,7,Lung Opacity,531.0,938.0,850.0,1164.0,319.0,226.0,72094.0,1.4115044247787611,medium,width_medium,height_medium
98d44861c84d532bcca874fcde5e5f42,0,Aortic enlargement,1148.0,491.0,1355.0,746.0,207.0,255.0,52785.0,0.8117647058823529,medium,width_small,height_medium
222b7757f55bee221e7aba69fc9928d0,0,Aortic enlargement,1433.0,792.0,1699.0,1164.0,266.0,372.0,98952.0,0.7150537634408602,medium,width_medium,height_medium
9b9f47628be6a48ddb41aec8ba39b454,10,Pleural effusion,1909.0,1696.0,2026.0,1933.0,117.0,237.0,27729.0,0.4936708860759494,small,width_small,height_medium
d106ec9b305178f3da060efe3191499a,8,Nodule/Mass,796.0,1078.0,850.0,1129.0,54.0,51.0,2754.0,1.0588235294117647,very_small,width_very_small,height_very_small
f32ab457c492c30221d3a89fe7c6b25a,8,Nodule/Mass,1202.0,1090.0,1590.0,1654.0,388.0,564.0,218832.0,0.6879432624113475,medium,width_medium,height_large
b9f09915187c2cc01e958da90d97ac89,0,Aortic enlargement,1250.0,643.0,1633.0,1003.0,383.0,360.0,137880.0,1.0638888888888889,medium,width_medium,height_medium
f769eea17a2e7678f481f386c3c6261c,3,Cardiomegaly,895.0,1285.0,1821.0,1595.0,926.0,310.0,287060.0,2.9870967741935486,medium,width_large,height_medium
6900482a91a538ead56b483f77bcf289,10,Pleural effusion,1455.0,1360.0,2164.0,2085.0,709.0,725.0,514025.0,0.9779310344827586,large,width_large,height_large
a3f5ac68c8d1b1805be21f18c47fc186,8,Nodule/Mass,2123.0,922.0,2233.0,1010.0,110.0,88.0,9680.0,1.25,small,width_small,height_small
0cfae3f740f87ca3b96dec765d06fad0,0,Aortic enlargement,1142.0,738.0,1451.0,1119.0,309.0,381.0,117729.0,0.8110236220472441,medium,width_medium,height_medium
0a14aeaf02d42990d8bb5d55270b7274,5,ILD,593.0,1597.0,1111.0,2207.0,518.0,610.0,315980.0,0.8491803278688524,large,width_medium,height_large
aa3535cb70d8142fdbdac165de546a8c,0,Aortic enlargement,1293.0,748.0,1631.0,1061.0,338.0,313.0,105794.0,1.0798722044728435,medium,width_medium,height_medium
75de97fbdf15aa3e1927a97ff9479327,13,Pulmonary fibrosis,692.0,860.0,850.0,988.0,158.0,128.0,20224.0,1.234375,small,width_small,height_small
ebf4ffbcf6de699bf9deab70f0dee8ff,3,Cardiomegaly,876.0,1810.0,2336.0,2610.0,1460.0,800.0,1168000.0,1.825,very_large,width_very_large,height_large
d77ef79ee4580a65dcb1e0e26b91d017,6,Infiltration,1244.0,522.0,1611.0,832.0,367.0,310.0,113770.0,1.1838709677419355,medium,width_medium,height_medium
bb315b4bc113c0506a9e24593cb06a6b,0,Aortic enlargement,1544.0,962.0,2010.0,1994.0,466.0,1032.0,480912.0,0.45155038759689925,large,width_medium,height_large
9598f874069cca35ff56d54925d35ccb,8,Nodule/Mass,1468.0,1616.0,1698.0,1812.0,230.0,196.0,45080.0,1.1734693877551021,medium,width_medium,height_medium
b42e930c16c0166dbeae813b47bb8b07,11,Pleural thickening,1972.0,401.0,2250.0,574.0,278.0,173.0,48094.0,1.606936416184971,medium,width_medium,height_small
5bf3368744630f459a499ccdccc9cdf1,0,Aortic enlargement,1426.0,916.0,1833.0,1452.0,407.0,536.0,218152.0,0.7593283582089553,medium,width_medium,height_large
def03f80d3b78a52a6f9af13565343ff,11,Pleural thickening,598.0,318.0,1017.0,517.0,419.0,199.0,83381.0,2.1055276381909547,medium,width_medium,height_medium
d07557904cbe57fc1bdebac1e8aeefa1,8,Nodule/Mass,378.0,899.0,403.0,929.0,25.0,30.0,750.0,0.8333333333333334,very_small,width_very_small,height_very_small
b48d6f9b38b698b6ac534ec7ded5c4e8,10,Pleural effusion,15.0,1731.0,236.0,2007.0,221.0,276.0,60996.0,0.8007246376811594,medium,width_medium,height_medium
b3cc453518cf826875edcd3d5778ee87,13,Pulmonary fibrosis,1519.0,933.0,1772.0,1133.0,253.0,200.0,50600.0,1.265,medium,width_medium,height_medium
5a0fbc7c40ea94bef4c8342d47c05b26,9,Other lesion,709.0,2037.0,1101.0,2587.0,392.0,550.0,215600.0,0.7127272727272728,medium,width_medium,height_large
28d769becacfbdeebab6d3fda7322cf7,10,Pleural effusion,285.0,1986.0,423.0,2221.0,138.0,235.0,32430.0,0.5872340425531914,small,width_small,height_medium
37233691ba64ed88b4e05882d7e41d61,13,Pulmonary fibrosis,2154.0,855.0,2691.0,1272.0,537.0,417.0,223929.0,1.2877697841726619,medium,width_medium,height_medium
c5c36ce7f8adbd045bfe59a325eeae47,0,Aortic enlargement,1333.0,757.0,1606.0,1118.0,273.0,361.0,98553.0,0.7562326869806094,medium,width_medium,height_medium
a84c5a7adea6bbde88dc2ac6747ca443,0,Aortic enlargement,1378.0,756.0,1681.0,1196.0,303.0,440.0,133320.0,0.6886363636363636,medium,width_medium,height_medium
2d063af5457785f5c76ae1e6c06c0037,11,Pleural thickening,1144.0,338.0,1433.0,440.0,289.0,102.0,29478.0,2.8333333333333335,small,width_medium,height_small
eb6c714df22142229464c6b83e47d7d6,6,Infiltration,439.0,1810.0,961.0,2452.0,522.0,642.0,335124.0,0.8130841121495327,large,width_medium,height_large
56923ac65e4a3bf6e8ec0af530c4a205,13,Pulmonary fibrosis,583.0,696.0,850.0,874.0,267.0,178.0,47526.0,1.5,medium,width_medium,height_small
231a4b73de5ac7e0218f736b6b6ff1f2,11,Pleural thickening,1015.0,432.0,1277.0,495.0,262.0,63.0,16506.0,4.158730158730159,small,width_medium,height_very_small
2e285b95faad220e17e6cbfbe514733e,2,Calcification,969.0,950.0,1012.0,1000.0,43.0,50.0,2150.0,0.86,very_small,width_very_small,height_very_small
8cc5ee4cf5c697d98d7c85951aa4f8d7,13,Pulmonary fibrosis,568.0,1067.0,766.0,1159.0,198.0,92.0,18216.0,2.152173913043478,small,width_small,height_small
999612f847684578b1fdcf2d9d4d4994,10,Pleural effusion,2275.0,2715.0,2427.0,2895.0,152.0,180.0,27360.0,0.8444444444444444,small,width_small,height_small
bd3fe876153eeddad8bab49b129ea081,4,Consolidation,1472.0,1526.0,1992.0,2215.0,520.0,689.0,358280.0,0.7547169811320755,large,width_medium,height_large
604340ab6423f81a91ac72182163e9a4,8,Nodule/Mass,1661.0,568.0,1766.0,701.0,105.0,133.0,13965.0,0.7894736842105263,small,width_small,height_small
723f93a3f0e3905c498839d23b961631,0,Aortic enlargement,1381.0,749.0,1606.0,1003.0,225.0,254.0,57150.0,0.8858267716535433,medium,width_medium,height_medium
bdd0bebed953f69413213d387c9717e7,5,ILD,1365.0,977.0,1748.0,1854.0,383.0,877.0,335891.0,0.43671607753705816,large,width_medium,height_large
1ee956f957e7b9ec0787e07fe2b76135,13,Pulmonary fibrosis,857.0,1143.0,1240.0,1462.0,383.0,319.0,122177.0,1.2006269592476488,medium,width_medium,height_medium
89e6ab133f587191383608ee04cea79a,0,Aortic enlargement,1124.0,945.0,1522.0,1326.0,398.0,381.0,151638.0,1.0446194225721785,medium,width_medium,height_medium
34e932d09ab7cbec0edaaf188dc8a407,0,Aortic enlargement,1185.0,787.0,1407.0,1142.0,222.0,355.0,78810.0,0.6253521126760564,medium,width_medium,height_medium
51a8d7259a0a6deac20b7c4979a7e847,0,Aortic enlargement,841.0,510.0,1446.0,888.0,605.0,378.0,228690.0,1.6005291005291005,medium,width_large,height_medium
42c049fd05428f7d606e9da4a95a8c3b,9,Other lesion,679.0,843.0,868.0,1223.0,189.0,380.0,71820.0,0.49736842105263157,medium,width_small,height_medium
33403064ce25caa5fda270e6158c6b03,3,Cardiomegaly,1248.0,1392.0,2458.0,1798.0,1210.0,406.0,491260.0,2.980295566502463,large,width_very_large,height_medium
f90442f2620175fa21b6afeda865df11,13,Pulmonary fibrosis,467.0,1125.0,795.0,1418.0,328.0,293.0,96104.0,1.1194539249146758,medium,width_medium,height_medium
fa4c38b3c5e53e1e84bd0923f2d8e480,0,Aortic enlargement,1397.0,849.0,1661.0,1200.0,264.0,351.0,92664.0,0.7521367521367521,medium,width_medium,height_medium
bc2be005526db7ab9d5ec6741ddee945,13,Pulmonary fibrosis,1431.0,1373.0,2036.0,1629.0,605.0,256.0,154880.0,2.36328125,medium,width_large,height_medium
a4fc9faa46af26c5fc462772d88d0af3,10,Pleural effusion,118.0,1928.0,206.0,2062.0,88.0,134.0,11792.0,0.6567164179104478,small,width_small,height_small
4b56bc6d22b192f075f13231419dfcc8,11,Pleural thickening,1726.0,1143.0,1842.0,1300.0,116.0,157.0,18212.0,0.7388535031847133,small,width_small,height_small
f1be25d4ee46f32d585fd6c809c92329,3,Cardiomegaly,910.0,1854.0,2112.0,2194.0,1202.0,340.0,408680.0,3.5352941176470587,large,width_very_large,height_medium
23f267e42a7e9f496aa143fe11f241ff,13,Pulmonary fibrosis,386.0,672.0,610.0,859.0,224.0,187.0,41888.0,1.1978609625668448,medium,width_medium,height_small
b80be20a79e5a7539bd00f4907b444b2,3,Cardiomegaly,793.0,1233.0,2161.0,1910.0,1368.0,677.0,926136.0,2.0206794682422453,very_large,width_very_large,height_large
389f167c16b70e1eb1aa219fedc373b7,0,Aortic enlargement,1206.0,724.0,1449.0,1042.0,243.0,318.0,77274.0,0.7641509433962265,medium,width_medium,height_medium
d47efdd2527ed1646f31bec6dcbbcdc1,7,Lung Opacity,404.0,1550.0,925.0,2054.0,521.0,504.0,262584.0,1.0337301587301588,medium,width_medium,height_large
53d0c95f346e365f81fb95c5c6a6d027,9,Other lesion,991.0,435.0,1151.0,1221.0,160.0,786.0,125760.0,0.2035623409669211,medium,width_small,height_large
9c83d9f88170cd38f7bca54fe27dc48a,0,Aortic enlargement,1244.0,739.0,1576.0,1150.0,332.0,411.0,136452.0,0.8077858880778589,medium,width_medium,height_medium
ab730707fed0edaf38a9b788b226b9f2,7,Lung Opacity,1533.0,1113.0,1882.0,1995.0,349.0,882.0,307818.0,0.3956916099773243,medium,width_medium,height_large
31901b2d1d2eb92c235f47f498b907c0,11,Pleural thickening,1220.0,346.0,1302.0,376.0,82.0,30.0,2460.0,2.7333333333333334,very_small,width_small,height_very_small
ba46dcb445340df33566b52d7192ab6e,9,Other lesion,881.0,546.0,1112.0,1549.0,231.0,1003.0,231693.0,0.23030907278165502,medium,width_medium,height_large
3a9cdb601e0845a3e6b45c808fb75bc4,11,Pleural thickening,589.0,2050.0,670.0,2204.0,81.0,154.0,12474.0,0.525974025974026,small,width_small,height_small
c41d4f698ccccbf7068c44c8c14f4e16,9,Other lesion,2357.0,329.0,2611.0,690.0,254.0,361.0,91694.0,0.703601108033241,medium,width_medium,height_medium
b57e21ea64ba9736e0711bdbbe53c221,13,Pulmonary fibrosis,706.0,291.0,831.0,404.0,125.0,113.0,14125.0,1.1061946902654867,small,width_small,height_small
fc217b20fc08dbe61924444274fb1c92,3,Cardiomegaly,611.0,1305.0,1586.0,1663.0,975.0,358.0,349050.0,2.723463687150838,large,width_large,height_medium
b73e16e580992f545e375c2d3d6f7387,0,Aortic enlargement,752.0,540.0,1521.0,1689.0,769.0,1149.0,883581.0,0.6692776327241079,very_large,width_large,height_very_large
4a46cdf01cee2a200f00daedf11576a9,11,Pleural thickening,862.0,513.0,1342.0,729.0,480.0,216.0,103680.0,2.2222222222222223,medium,width_medium,height_medium
d54f205e3f01d2ead98f02fc1bd4c164,0,Aortic enlargement,1724.0,771.0,2009.0,1114.0,285.0,343.0,97755.0,0.8309037900874635,medium,width_medium,height_medium
82624b37dc4d0169f3fe6fd87dcb5208,11,Pleural thickening,108.0,1810.0,240.0,2120.0,132.0,310.0,40920.0,0.4258064516129032,medium,width_small,height_medium
381e9c224c892d437f498779e349469e,0,Aortic enlargement,1481.0,875.0,1674.0,1097.0,193.0,222.0,42846.0,0.8693693693693694,medium,width_small,height_medium
2ad18a594cbaf3c6d6145a7775829554,8,Nodule/Mass,2243.0,1742.0,2290.0,1797.0,47.0,55.0,2585.0,0.8545454545454545,very_small,width_very_small,height_very_small
15c3fc505c414c69ba757cb3be3ed213,8,Nodule/Mass,713.0,1634.0,791.0,1695.0,78.0,61.0,4758.0,1.278688524590164,very_small,width_small,height_very_small
2fd3d0e3b5de5535994ac58f2bd175da,0,Aortic enlargement,1073.0,691.0,1271.0,904.0,198.0,213.0,42174.0,0.9295774647887324,medium,width_small,height_medium
1302aab3d9d19f6bcb9db728e3ce6306,3,Cardiomegaly,869.0,1702.0,1836.0,2088.0,967.0,386.0,373262.0,2.505181347150259,large,width_large,height_medium
b455c6067fa5e154a2c48ac187029022,10,Pleural effusion,237.0,1998.0,382.0,2159.0,145.0,161.0,23345.0,0.9006211180124224,small,width_small,height_small
9a6ef2893ef45236c5eb1141db74c9aa,3,Cardiomegaly,852.0,1108.0,1760.0,1404.0,908.0,296.0,268768.0,3.0675675675675675,medium,width_large,height_medium
9246c1061217b8131ccdaea80327e24d,11,Pleural thickening,614.0,475.0,1116.0,865.0,502.0,390.0,195780.0,1.2871794871794873,medium,width_medium,height_medium
5156d69e540648eb952371ec5c80bc81,10,Pleural effusion,354.0,2213.0,496.0,2362.0,142.0,149.0,21158.0,0.9530201342281879,small,width_small,height_small
1c1ef26e3b3323f74041f6dd2371cd24,3,Cardiomegaly,761.0,1570.0,1829.0,1959.0,1068.0,389.0,415452.0,2.7455012853470437,large,width_large,height_medium
b50d4c9c23a26b4391d508a5d6a32f7a,3,Cardiomegaly,1060.0,1688.0,2256.0,2043.0,1196.0,355.0,424580.0,3.369014084507042,large,width_very_large,height_medium
07ac9545dcc585901865f7f958a7857d,0,Aortic enlargement,1078.0,803.0,1347.0,1123.0,269.0,320.0,86080.0,0.840625,medium,width_medium,height_medium
b40a6f0ea09c4d305ef296e0d8b73cde,3,Cardiomegaly,1183.0,1238.0,2290.0,1738.0,1107.0,500.0,553500.0,2.214,large,width_large,height_large
6833c509c10b569d6167db70b83ee5d5,3,Cardiomegaly,955.0,2124.0,2188.0,2547.0,1233.0,423.0,521559.0,2.9148936170212765,large,width_very_large,height_medium
00aca42a24e4ea6066cca2546150c36e,0,Aortic enlargement,1526.0,769.0,1826.0,1118.0,300.0,349.0,104700.0,0.8595988538681948,medium,width_medium,height_medium
db49c96665f4fe0ff5f4420578e2f185,2,Calcification,1915.0,1177.0,2056.0,1395.0,141.0,218.0,30738.0,0.6467889908256881,small,width_small,height_medium
cca122e46a24a6ccfeba9ade9f7b933c,8,Nodule/Mass,1577.0,1890.0,1642.0,1956.0,65.0,66.0,4290.0,0.9848484848484849,very_small,width_very_small,height_very_small
6a4f9965e83bfad45d66d4afa5d28cc5,3,Cardiomegaly,759.0,1589.0,1740.0,2012.0,981.0,423.0,414963.0,2.3191489361702127,large,width_large,height_medium
6e4391555899c8474c4d32f42b2ba21b,12,Pneumothorax,1789.0,533.0,2189.0,948.0,400.0,415.0,166000.0,0.963855421686747,medium,width_medium,height_medium
b770403a1d0ab861f1944f8b896afcae,0,Aortic enlargement,1351.0,825.0,1624.0,1113.0,273.0,288.0,78624.0,0.9479166666666666,medium,width_medium,height_medium
8036ddc6d564439af50497faef05eec3,10,Pleural effusion,496.0,1495.0,583.0,1627.0,87.0,132.0,11484.0,0.6590909090909091,small,width_small,height_small
aa1ebd488f7f3cab0aa784073b0a9d70,9,Other lesion,1927.0,1393.0,2032.0,1793.0,105.0,400.0,42000.0,0.2625,medium,width_small,height_medium
014e3dd712dc90f61da7ce8747d8c4c0,11,Pleural thickening,981.0,610.0,1253.0,866.0,272.0,256.0,69632.0,1.0625,medium,width_medium,height_medium
76f366130d836a1ae9d12749d0150eb1,11,Pleural thickening,1723.0,2135.0,1842.0,2313.0,119.0,178.0,21182.0,0.6685393258426966,small,width_small,height_small
6f322939176779d7af4f7c76701fa91d,0,Aortic enlargement,1173.0,863.0,1448.0,1213.0,275.0,350.0,96250.0,0.7857142857142857,medium,width_medium,height_medium
3c98c90840a9290511ae8192107f8250,3,Cardiomegaly,594.0,1595.0,1642.0,1915.0,1048.0,320.0,335360.0,3.275,large,width_large,height_medium
6a956ce4e56235dd8de081a965a36c2a,10,Pleural effusion,2085.0,1308.0,2728.0,2474.0,643.0,1166.0,749738.0,0.5514579759862779,very_large,width_large,height_very_large
511e8b50c9a7ecee4e1a8621f262e9ad,3,Cardiomegaly,786.0,1580.0,1705.0,2034.0,919.0,454.0,417226.0,2.0242290748898677,large,width_large,height_medium
d61eb45d47ad48020286203b1f1362f8,3,Cardiomegaly,1051.0,1577.0,2195.0,1842.0,1144.0,265.0,303160.0,4.316981132075472,medium,width_very_large,height_medium
0a411e44ec67f3d5d80a5b3d5a3edca3,2,Calcification,1635.0,1002.0,1791.0,1060.0,156.0,58.0,9048.0,2.689655172413793,small,width_small,height_very_small
e685922feb4f7e397cd47ac418342071,0,Aortic enlargement,1279.0,671.0,1849.0,1476.0,570.0,805.0,458850.0,0.7080745341614907,large,width_medium,height_large
b73e16e580992f545e375c2d3d6f7387,3,Cardiomegaly,689.0,1358.0,1777.0,1841.0,1088.0,483.0,525504.0,2.2525879917184266,large,width_large,height_large
543c0591a8706112a0e71620509a398f,13,Pulmonary fibrosis,2048.0,673.0,2127.0,747.0,79.0,74.0,5846.0,1.0675675675675675,very_small,width_small,height_small
3a302fbbbf3364aa1a7731b59e6b98ec,8,Nodule/Mass,237.0,1128.0,718.0,1727.0,481.0,599.0,288119.0,0.8030050083472454,medium,width_medium,height_large
21992194880ed480bd0232be383b8268,3,Cardiomegaly,907.0,1577.0,1943.0,1912.0,1036.0,335.0,347060.0,3.0925373134328358,large,width_large,height_medium
2c475d89c90a50567ba0cf5ddd62f68a,3,Cardiomegaly,1277.0,1395.0,2288.0,1694.0,1011.0,299.0,302289.0,3.3812709030100336,medium,width_large,height_medium
c5010a72f3e20e9b59d7bb991d3c633b,11,Pleural thickening,821.0,235.0,1107.0,403.0,286.0,168.0,48048.0,1.7023809523809523,medium,width_medium,height_small
415f0f58066bad3d69bd5fac2c80574b,13,Pulmonary fibrosis,519.0,528.0,897.0,878.0,378.0,350.0,132300.0,1.08,medium,width_medium,height_medium
969d075666dedd66f4c1c6ad0b1e7052,0,Aortic enlargement,1148.0,814.0,1381.0,1041.0,233.0,227.0,52891.0,1.026431718061674,medium,width_medium,height_medium
0abd4fc2425edd5c2efb2c149e9319c6,11,Pleural thickening,789.0,301.0,1148.0,430.0,359.0,129.0,46311.0,2.7829457364341086,medium,width_medium,height_small
a824f7f43552c3af8d846dd1cc0f0c11,0,Aortic enlargement,957.0,1174.0,1247.0,1462.0,290.0,288.0,83520.0,1.0069444444444444,medium,width_medium,height_medium
7043451da60cb89537435829965759c3,0,Aortic enlargement,1006.0,773.0,1181.0,907.0,175.0,134.0,23450.0,1.3059701492537314,small,width_small,height_small
872fcda56bcda425012eef3cbf6ebf95,9,Other lesion,1289.0,497.0,1851.0,1136.0,562.0,639.0,359118.0,0.8794992175273866,large,width_medium,height_large
d015e02257639b55b196e26820e10081,7,Lung Opacity,1624.0,1236.0,1866.0,1628.0,242.0,392.0,94864.0,0.6173469387755102,medium,width_medium,height_medium
5c31e0c3f7beb95833196c55509dc127,0,Aortic enlargement,965.0,662.0,1236.0,1002.0,271.0,340.0,92140.0,0.7970588235294118,medium,width_medium,height_medium
352ab0683046ce107942e9e477007b72,7,Lung Opacity,593.0,855.0,945.0,1147.0,352.0,292.0,102784.0,1.2054794520547945,medium,width_medium,height_medium
fb31baa6cb3084cb283c11ee81c32f22,13,Pulmonary fibrosis,1694.0,645.0,2073.0,885.0,379.0,240.0,90960.0,1.5791666666666666,medium,width_medium,height_medium
8acbe4fb1e5a886042029febc6700af2,11,Pleural thickening,1832.0,2317.0,1958.0,2504.0,126.0,187.0,23562.0,0.6737967914438503,small,width_small,height_small
bd3fa1499eba12696a695b952f9218a3,3,Cardiomegaly,777.0,1588.0,1785.0,1949.0,1008.0,361.0,363888.0,2.7922437673130194,large,width_large,height_medium
c70dce909198abf8b39a7e0d41c9a895,3,Cardiomegaly,852.0,1480.0,1804.0,1865.0,952.0,385.0,366520.0,2.4727272727272727,large,width_large,height_medium
1d2c0ac10d4b141cda8b549c34848b4f,0,Aortic enlargement,1075.0,924.0,1329.0,1183.0,254.0,259.0,65786.0,0.9806949806949807,medium,width_medium,height_medium
fec797e0e4b2eff050372800790c01e8,0,Aortic enlargement,1037.0,680.0,1298.0,981.0,261.0,301.0,78561.0,0.867109634551495,medium,width_medium,height_medium
4d01d09027d1d1e0513de4c8b4fc20e1,3,Cardiomegaly,1074.0,1846.0,2293.0,2157.0,1219.0,311.0,379109.0,3.919614147909968,large,width_very_large,height_medium
2f5a3aa315379bb01b8b4c9a1ece8e2e,10,Pleural effusion,111.0,1968.0,242.0,2264.0,131.0,296.0,38776.0,0.44256756756756754,small,width_small,height_medium
2e14a1d545fe84fb87891640ba990781,3,Cardiomegaly,952.0,1468.0,1866.0,1789.0,914.0,321.0,293394.0,2.8473520249221185,medium,width_large,height_medium
4500dc880a0978a7a1f91a0be2756806,0,Aortic enlargement,1409.0,775.0,1719.0,1035.0,310.0,260.0,80600.0,1.1923076923076923,medium,width_medium,height_medium
96856fd17a41d64ead800f556f369cdb,0,Aortic enlargement,1248.0,568.0,1578.0,1005.0,330.0,437.0,144210.0,0.7551487414187643,medium,width_medium,height_medium
d8ecc4a091d838d9a615f100a907d5ec,13,Pulmonary fibrosis,611.0,448.0,802.0,729.0,191.0,281.0,53671.0,0.6797153024911032,medium,width_small,height_medium
acb556c64a4b230f77a02103b34afe7a,11,Pleural thickening,236.0,557.0,959.0,1452.0,723.0,895.0,647085.0,0.8078212290502793,large,width_large,height_large
44227b3ea199ef4a06524f5c843e2608,0,Aortic enlargement,1432.0,828.0,1781.0,1215.0,349.0,387.0,135063.0,0.9018087855297158,medium,width_medium,height_medium
038fc325ff4aa0a21c76d5dd7c740c89,6,Infiltration,173.0,1543.0,845.0,1850.0,672.0,307.0,206304.0,2.188925081433225,medium,width_large,height_medium
8098d1ce056318c03a3c70ccf3707945,1,Atelectasis,1058.0,596.0,1578.0,851.0,520.0,255.0,132600.0,2.0392156862745097,medium,width_medium,height_medium
53b1a490cd7e3a30e94014bdfd314d14,8,Nodule/Mass,1625.0,649.0,1714.0,757.0,89.0,108.0,9612.0,0.8240740740740741,small,width_small,height_small
566150c4fe08a31a5a17d9d9f6c5f21f,11,Pleural thickening,213.0,1776.0,297.0,1926.0,84.0,150.0,12600.0,0.56,small,width_small,height_small
407530901f066b6b5b5d486495617fc8,13,Pulmonary fibrosis,1000.0,319.0,1291.0,533.0,291.0,214.0,62274.0,1.3598130841121496,medium,width_medium,height_medium
ca2a64d3c50654de6327f3880bbc17d3,6,Infiltration,1417.0,377.0,2372.0,1991.0,955.0,1614.0,1541370.0,0.5916976456009914,very_large,width_large,height_very_large
